MJD	AB_Mag	Error	Filter	Telescope
58443.565900638700	16.108736875923107	0.03151042020555934	UVM2	UVOT
58445.485498958730	16.142115626202347	0.02956208268937181	UVM2	UVOT
58446.452906564344	16.341065401428660	0.02495090254532515	UVM2	UVOT
58449.446986967230	16.291472425106590	0.02475146131401740	UVM2	UVOT
58453.890232442410	16.440523829988800	0.02600617062762456	UVM2	UVOT
58455.747475593820	16.542918439986735	0.02575861760424656	UVM2	UVOT
58458.573084028440	16.607632907554410	0.02690367327884419	UVM2	UVOT
58461.765255257020	16.709516317555180	0.03856046044560123	UVM2	UVOT
58464.411329693160	16.794776536896713	0.02866782138006235	UVM2	UVOT
58467.639675332230	16.925813642121103	0.02892185863050113	UVM2	UVOT
58475.806212997995	17.148071218648890	0.03047142017047607	UVM2	UVOT
58481.556942615190	17.326052421438820	0.03250135584941448	UVM2	UVOT
58484.714081658516	17.310980948378482	0.03390576353158613	UVM2	UVOT
58487.735704506280	17.377971268787043	0.03359016390460900	UVM2	UVOT
58490.479979002850	17.353748302620126	0.03318865692718236	UVM2	UVOT
58493.639344376046	17.411763257597677	0.03371814216500012	UVM2	UVOT
58496.727242898660	17.439927621650053	0.03346259482373141	UVM2	UVOT
58499.448422681540	17.459572298537168	0.03376742013057725	UVM2	UVOT
58502.076025206596	17.534850428924585	0.03812455908854668	UVM2	UVOT
58513.627811641430	17.760218333042207	0.04675884358261992	UVM2	UVOT
58518.632931950040	17.587358848565607	0.03771593481419962	UVM2	UVOT
58521.733747961930	17.665910115770600	0.04831404390447014	UVM2	UVOT
58525.414175921585	17.612971168508040	0.03746418040430972	UVM2	UVOT
58537.002777810674	17.791893058488300	0.03973477216639416	UVM2	UVOT
58541.059360900430	17.747557952066273	0.04358076183488940	UVM2	UVOT
58545.672862438485	17.929392238823738	0.03969387897653046	UVM2	UVOT
58549.854282601740	17.923857747759723	0.03958725163842894	UVM2	UVOT
58579.163892215120	18.234767663966650	0.06774399912662979	UVM2	UVOT
58581.634965579960	18.389882992761677	0.04837463229315555	UVM2	UVOT
58584.282088714186	18.470052312669317	0.06767887338730215	UVM2	UVOT
58432.238365342375	15.782734710839772	0.02458505033769293	UVW1	UVOT
58434.696865354200	15.844396033029417	0.02506923630892060	UVW1	UVOT
58436.416620493870	15.885963272593060	0.02405413925795569	UVW1	UVOT
58439.604265836070	15.990317215886815	0.02586355349696579	UVW1	UVOT
58440.567575083580	16.024960517798620	0.02456630253173827	UVW1	UVOT
58442.598100909500	16.033370252832945	0.02634669741026621	UVW1	UVOT
58443.559353629130	16.094899147065920	0.03788930036267254	UVW1	UVOT
58445.476537031590	16.145516647088286	0.03351146409946008	UVW1	UVOT
58446.442331068220	16.266572365573435	0.02625688604592943	UVW1	UVOT
58449.440139492974	16.217698554810724	0.02623444759870860	UVW1	UVOT
58453.880453450140	16.339899548826807	0.02751336927742745	UVW1	UVOT
58455.736780896320	16.461217504281950	0.02767550072456501	UVW1	UVOT
58458.565830936655	16.571046158225600	0.02906440380207451	UVW1	UVOT
58461.758710744325	16.640268534213902	0.04667604665887290	UVW1	UVOT
58464.402288533280	16.761986525223765	0.03308870284439570	UVW1	UVOT
58467.633792210370	16.840752063837527	0.03212307609961989	UVW1	UVOT
58475.796483485960	17.077927937556687	0.03458072499268697	UVW1	UVOT
58481.551705711056	17.157495748213485	0.03593223900965030	UVW1	UVOT
58484.703913907986	17.308100841066118	0.03809284410066697	UVW1	UVOT
58487.726342827080	17.180015286332925	0.03730333485630528	UVW1	UVOT
58490.469700854740	17.257253796767195	0.03809908766748174	UVW1	UVOT
58493.632730711250	17.323540860869237	0.03888845477201495	UVW1	UVOT
58496.720383165870	17.326358606220400	0.03850994297841238	UVW1	UVOT
58499.438548428940	17.369184679773785	0.03955209284784925	UVW1	UVOT
58502.068408948835	17.392403923963965	0.04498689774868884	UVW1	UVOT
58513.360201315490	17.638272218865808	0.04949233081276559	UVW1	UVOT
58518.627523294650	17.520938326954380	0.04548306392954860	UVW1	UVOT
58521.728887880220	17.602854048262320	0.06114863481237096	UVW1	UVOT
58525.408155406825	17.568130113524774	0.04424943769201906	UVW1	UVOT
58536.996753841640	17.693588842740663	0.04791044894996588	UVW1	UVOT
58541.045705257915	17.726410043974525	0.05484895610865416	UVW1	UVOT
58545.663375435400	17.865162219578078	0.04957979296574300	UVW1	UVOT
58549.843943230340	17.941760704691415	0.05106744267205859	UVW1	UVOT
58579.158580418210	18.236274555749674	0.08083146544417368	UVW1	UVOT
58581.628112418110	18.415273135211518	0.06578090829997284	UVW1	UVOT
58584.275508445220	18.429719068214748	0.08453722540797892	UVW1	UVOT
58432.239801473450	15.995366855757528	0.02791402869186491	U		UVOT
58434.698304167020	15.960230399219537	0.02860545427121321	U		UVOT
58436.418017335236	16.035959757174760	0.03040911322789261	U		UVOT
58439.605760491920	16.072607181218366	0.03281307085147231	U		UVOT
58440.569181797560	16.088728721454440	0.03044177666497539	U		UVOT
58442.599585546646	16.091806101634386	0.03315221539646280	U		UVOT
58443.560320522170	16.105926076955782	0.04951539373695144	U		UVOT
58445.477903483436	16.144199852030226	0.04310558729420782	U		UVOT
58446.443937401750	16.236182106490120	0.03239851174268016	U		UVOT
58449.441280240660	16.226127483699070	0.03265861205755673	U		UVOT
58453.881876347120	16.366929824146440	0.03497531032294215	U		UVOT
58455.738444433080	16.427474644717640	0.03471654187098258	U		UVOT
58458.567351507954	16.550457605324326	0.03729807509347737	U		UVOT
58461.759689507540	16.610852530155242	0.06252293348156496	U		UVOT
58464.403436431196	16.667354871292495	0.04223693180354088	U		UVOT
58467.634932518470	16.841405470741748	0.04309911539530101	U		UVOT
58475.798302879560	16.934201462951904	0.04436502837105306	U		UVOT
58481.552520891650	17.060751201875892	0.04763142220491538	U		UVOT
58484.705558346584	17.161147235305027	0.05022076166862839	U		UVOT
58487.727809520904	17.267237283932520	0.05520070642150467	U		UVOT
58490.470911132170	17.270662548479980	0.05461705432788290	U		UVOT
58493.633766942190	17.376980134559233	0.05793870163633402	U		UVOT
58496.721450361420	17.400303547383900	0.05815081849049652	U		UVOT
58499.440071822144	17.371941768030762	0.05724114001789483	U		UVOT
58502.069574716500	17.511496171716658	0.07040872460330752	U		UVOT
58513.361210093370	17.657972629076756	0.07570168209743320	U		UVOT
58518.628565710500	17.553840239133020	0.06895968051149529	U		UVOT
58521.729633986020	17.593141227962363	0.09037730890685508	U		UVOT
58525.409151283090	17.722845856204550	0.07360070816497905	U		UVOT
58536.997685110200	17.897605386490916	0.08389521392592877	U		UVOT
58541.047775632236	18.129331416467803	0.11115432424804983	U		UVOT
58545.665211416780	17.977457608464874	0.08470261026122877	U		UVOT
58549.845508559140	18.129331416467803	0.09342909349003560	U		UVOT
58579.159455039070	18.551483454031940	0.16591074026471203	U		UVOT
58581.629318104126	18.742082874146693	0.14624999783887133	U		UVOT
58584.276376624590	18.528357886863486	0.15256970128016506	U		UVOT
58432.240777899510	16.187665950496722	0.04396599106313399	B		UVOT
58434.699279890396	16.225623069426373	0.05313722381386000	B		UVOT
58436.418634872420	16.235872881327060	0.04857979303173959	B		UVOT
58439.606430001090	16.173668539089253	0.04918257760168092	B		UVOT
58440.570006584750	16.317447275825840	0.05004873863487969	B		UVOT
58442.600249884184	16.266991663993952	0.05230367798622231	B		UVOT
58443.560832007790	16.197721025227395	0.07311653248438753	B		UVOT
58445.478613153100	16.325077535268694	0.06834001611291929	B		UVOT
58446.444752292710	16.366482289098550	0.05171673091916707	B		UVOT
58449.441829013640	16.435498564391896	0.05449413220703199	B		UVOT
58453.882632051130	16.490634231268096	0.05729317149452500	B		UVOT
58455.739273945335	16.620073802082544	0.06064063357396147	B		UVOT
58458.567986156326	16.637081378891594	0.06205404606482738	B		UVOT
58461.760203355460	16.751189395292826	0.10361531343130517	B		UVOT
58464.404100002255	16.830929044156758	0.07570468359173724	B		UVOT
58467.635439789854	17.009773697777998	0.08177969068977754	B		UVOT
58475.799110300370	17.099509310026880	0.08598726609386181	B		UVOT
58481.552949821580	17.274590120817520	0.09875984422625510	B		UVOT
58484.706360595300	17.347162228445460	0.10462168450776440	B		UVOT
58487.728542814030	17.306361586271613	0.10389977839126834	B		UVOT
58490.471670283470	17.397422212258682	0.11067326065975885	B		UVOT
58493.634296688250	17.431774594823960	0.11294920120824000	B		UVOT
58496.721990833990	17.426863607022753	0.11160247282993865	B		UVOT
58499.440850575455	17.478557906631394	0.11682584248422168	B		UVOT
58502.070169076790	17.568766133003220	0.13825984565484992	B		UVOT
58513.361834014766	17.540703245528174	0.13309312555732922	B		UVOT
58518.629037674050	17.772235122466480	0.15676761021559377	B		UVOT
58521.730030353650	17.531361123346688	0.15609490455581665	B		UVOT
58525.409651084340	17.826414583653930	0.15960929273033486	B		UVOT
58536.998173993550	18.146259974743334	0.21242506480441423	B		UVOT
58541.048841253854	18.311794347162030	0.26755235430501630	B		UVOT
58545.666007791646	18.036916495386336	0.18614712019124120	B		UVOT
58549.846317064950	18.286603517266094	0.22971339716277359	B		UVOT
58579.159898909740	18.354985184482825	0.29294535496888857	B		UVOT
58581.629882392010	18.439283335491910	0.26040956135596570	B		UVOT
58432.245526586660	16.252180618343914	0.08538785640780286	V		UVOT
58434.724276790860	16.549875564566822	0.13642734818289180	V		UVOT
58436.422125820536	16.327209171934506	0.09655487049205601	V		UVOT
58439.610261578110	16.527267131389102	0.11990309091250706	V		UVOT
58440.574779279530	16.423993742262823	0.09982197224850874	V		UVOT
58442.604030064310	16.448314868758890	0.11232559178482648	V		UVOT
58443.563708484170	16.576723361030133	0.17957655871045627	V		UVOT
58445.482672156300	16.383523066737010	0.13338688151764610	V		UVOT
58446.449457500130	16.569906531484698	0.11112734722716978	V		UVOT
58449.444949005730	16.753432103707404	0.13085397690701844	V		UVOT
58453.886979774570	16.891684090060032	0.14565305720135790	V		UVOT
58455.744048939550	16.906597139797850	0.14214414679666737	V		UVOT
58458.571605502630	16.645823686338430	0.11647053637757004	V		UVOT
58461.763116096610	17.178018943361153	0.28190107919924967	V		UVOT
58464.407913510220	17.012393339226950	0.16578077593439486	V		UVOT
58467.638291748240	17.242042215020690	0.18900159251524426	V		UVOT
58475.803784797900	17.321107150350790	0.19675781261687947	V		UVOT
58481.555321771650	17.728530007526070	0.28167371115659623	V		UVOT
58484.711020407270	17.818143688367020	0.30076789976766260	V		UVOT
58487.732778165024	17.211265638119215	0.18425871191553790	V		UVOT
58490.476028924340	17.680129894126523	0.27061073434296310	V		UVOT
58493.637276470196	17.742050812767623	0.28438756346647415	V		UVOT
58496.725083562545	18.195217494689327	0.41722437574714420	V		UVOT
58499.445342339575	17.802818696987735	0.29616098547821923	V		UVOT
58502.073565721510	18.005395665206933	0.38786249144379276	V		UVOT
58513.624194019010	17.816663901731147	0.37665298641280380	V		UVOT
58518.631665973460	18.119056891981387	0.41312177098217880	V		UVOT
58521.732223273720	17.707895282286824	0.35761434095449274	V		UVOT
58525.412480376660	17.784150741820394	0.29954232616901927	V		UVOT
58537.000898766800	18.003066405110970	0.36775314160011430	V		UVOT
58541.055021540730	18.009396836377803	0.40765657878437610	V		UVOT
58545.670594880360	18.390472340823997	0.49754206285149044	V		UVOT
58549.850974641740	18.346222519317750	0.47473515004010075	V		UVOT
58666.092384259220	18.767698526858500	0.07181194000000000	UVW2	UVOT
58672.071539351720	19.123246402610544	0.07506110500000000	UVW2	UVOT
58666.092384259220	19.085067362787992	0.07558854000000000	UVM2	UVOT
58672.071539351720	19.345620822667268	0.07582325000000000	UVM2	UVOT
58666.092384259220	18.875069744166105	0.09339335600000000	UVW1	UVOT
58672.071539351720	19.289529598040748	0.10426087000000000	UVW1	UVOT
58666.092384259220	19.136204471467900	0.11790641000000000	U		UVOT
58672.071539351720	19.318150055982855	0.11526973500000000	U		UVOT
58666.092384259220	19.342745508979718	0.13688263000000000	V		UVOT
58405.480409999844	18.288869258134792	0.21800000000000000	g		ASASSN
58420.486479999960	16.459815419056905	0.15650000000000000	g		ASASSN
58432.352736666646	16.515136449674720	0.10800000000000000	g		ASASSN
58433.506143333390	16.335915647864446	0.18033333333333332	g		ASASSN
58437.508713333400	16.261482468584486	0.09333333333333334	g		ASASSN
58438.509180000050	16.392250442799373	0.08700000000000001	g		ASASSN
58439.474063333440	16.378572818331733	0.07750000000000000	g		ASASSN
58440.491121666586	16.370807273112355	0.10533333333333333	g		ASASSN
58441.483988333260	16.274088163773540	0.08916666666666667	g		ASASSN
58442.511823333490	16.442536813000174	0.08000000000000000	g		ASASSN
58444.513086666666	16.271059192692128	0.11499999999999999	g		ASASSN
58449.425760000010	16.584325444664266	0.17700000000000002	g		ASASSN
58408.614769999870	17.258101996817580	0.20200000000000000	V		ASASSN
58428.644793333330	16.265964293871452	0.12733333333333333	V		ASASSN
58431.622626666760	16.258116965526110	0.09200000000000001	V		ASASSN
58434.644606666640	16.694767029973764	0.13666666666666670	V		ASASSN
58436.102691666610	16.304200697714110	0.12300000000000000	V		ASASSN
58436.645473333390	16.501423646955466	0.14666666666666667	V		ASASSN
58441.646679999770	16.419814678964430	0.10300000000000000	V		ASASSN
58442.148164999904	16.439167022686856	0.12600000000000000	V		ASASSN
58443.373210000110	16.431783951636415	0.13650000000000000	V		ASASSN
58443.650179999880	16.941174537969815	0.16800000000000000	V		ASASSN
58445.651120000050	16.175001491203897	0.19200000000000000	V		ASASSN
58443.466796875000	16.269910458544118	0.04268452152609825	g		FLWO
58464.474609375000	16.750701942176930	0.05217803642153740	g		FLWO
58465.521484375000	16.772147401267645	0.04499588161706924	g		FLWO
58476.515625000000	17.014845156519940	0.03901031240820885	g		FLWO
58481.322265625000	17.197417869512197	0.04756406880915165	g		FLWO
58521.503906250000	17.641189626528362	0.05400871112942695	g		FLWO
58525.484375000000	17.814241460634808	0.04180925711989403	g		FLWO
58526.222656250000	17.859756521059612	0.04657365381717682	g		FLWO
58547.308593750000	18.044347814394573	0.05304278060793876	g		FLWO
58577.269531250000	18.560112050844770	0.04912449046969414	g		FLWO
58584.160156250000	18.709241918398480	0.05832237005233764	g		FLWO
58594.273437500000	18.822061590029340	0.04119063913822174	g		FLWO
58599.203125000000	18.909460119082073	0.05350175872445106	g		FLWO
58601.218750000000	18.943365148378950	0.05100077018141746	g		FLWO
58603.238281250000	19.005132726503950	0.06171853840351105	g		FLWO
58604.234375000000	19.009172490908245	0.05974835902452469	g		FLWO
58606.273437500000	19.005504659487347	0.05085386708378792	g		FLWO
58618.175781250000	19.108259252382854	0.04116877540946007	g		FLWO
58625.195312500000	19.218666127993206	0.06421995162963867	g		FLWO
58628.179687500000	19.145139745546917	0.06781697273254395	g		FLWO
58629.183593750000	19.131145528627970	0.04991758242249489	g		FLWO
58630.183593750000	19.224317601992230	0.04857825860381126	g		FLWO
58631.187500000000	19.189441732241253	0.06501471251249313	g		FLWO
58634.199218750000	19.285404256655315	0.04844522476196289	g		FLWO
58635.179687500000	19.177137426210980	0.05680050328373909	g		FLWO
58637.179687500000	19.223037771059612	0.06110955402255058	g		FLWO
58638.179687500000	19.225887349917034	0.05396875366568565	g		FLWO
58640.171875000000	19.176399282290080	0.06420513987541199	g		FLWO
58443.474609375000	16.501644795694210	0.04685588739812374	r		FLWO
58464.482421875000	16.877657261278063	0.04978734813630581	r		FLWO
58465.527343750000	16.944828262600634	0.04322418943047523	r		FLWO
58476.520833333336	17.171803936752320	0.05035904546578725	r		FLWO
58481.330078125000	17.224650094215320	0.04147282056510448	r		FLWO
58521.507812500000	17.770809402737353	0.06463661044836044	r		FLWO
58525.488281250000	17.945928802761767	0.04086706414818764	r		FLWO
58526.226562500000	18.040014496121140	0.04335374385118484	r		FLWO
58547.312500000000	18.277492752346728	0.05547656863927841	r		FLWO
58559.339843750000	18.479925384793017	0.03880157321691513	r		FLWO
58577.273437500000	18.865226974758837	0.05492530018091202	r		FLWO
58584.164062500000	18.948017349514696	0.05099469795823097	r		FLWO
58594.277343750000	19.404443969998095	0.07590561360120773	r		FLWO
58599.207031250000	19.887703171047900	0.15111027657985687	r		FLWO
58601.222656250000	19.303295364651415	0.05383235588669777	r		FLWO
58603.242187500000	19.242285003933640	0.06165842339396477	r		FLWO
58604.238281250000	19.421438446316454	0.06300050765275955	r		FLWO
58606.277343750000	19.632473221096728	0.06904894858598709	r		FLWO
58618.179687500000	19.709434738430712	0.04590641707181930	r		FLWO
58625.199218750000	19.570467224392626	0.08068678528070450	r		FLWO
58628.183593750000	19.508501282009814	0.07386897504329681	r		FLWO
58629.187500000000	19.524585953030320	0.07758038491010666	r		FLWO
58630.187500000000	20.056057205471728	0.08653993159532547	r		FLWO
58634.203125000000	20.070705642971728	0.13686357438564300	r		FLWO
58635.183593750000	19.731865158352587	0.06671279668807983	r		FLWO
58637.183593750000	19.400530090603564	0.06492336094379425	r		FLWO
58638.183593750000	19.938511123928760	0.07870981842279434	r		FLWO
58640.175781250000	20.032486191067430	0.06024332344532013	r		FLWO
58443.482421875000	16.567736236497420	0.07764107175171375	i		FLWO
58465.537109375000	16.951278739966202	0.04677544906735420	i		FLWO
58476.529296875000	17.147439840628415	0.03845248557627201	i		FLWO
58481.337890625000	17.236373867920300	0.03565450757741928	i		FLWO
58521.511718750000	17.982603153002238	0.13259288668632507	i		FLWO
58525.492187500000	17.982639392626260	0.03918601945042610	i		FLWO
58526.226562500000	18.036207278978800	0.03806090354919433	i		FLWO
58547.316406250000	18.265373309862590	0.10714374482631683	i		FLWO
58559.343750000000	18.567564090502238	0.05611036717891693	i		FLWO
58577.277343750000	18.713253101122355	0.04668688029050827	i		FLWO
58584.167968750000	18.940956195604777	0.06421574205160141	i		FLWO
58594.281250000000	19.125541766893840	0.07310473918914795	i		FLWO
58599.210937500000	19.115398486864542	0.08192084729671478	i		FLWO
58601.226562500000	19.139789661180950	0.04059839621186256	i		FLWO
58604.242187500000	19.213340839159464	0.04192314669489860	i		FLWO
58606.281250000000	19.528799136888956	0.06933195888996124	i		FLWO
58618.183593750000	19.351907809984660	0.06950057297945023	i		FLWO
58625.203125000000	19.486051639330363	0.07242620736360550	i		FLWO
58628.187500000000	19.593908389818644	0.04713351652026176	i		FLWO
58629.191406250000	19.453268131029580	0.05136311426758766	i		FLWO
58630.191406250000	19.780508121263956	0.13028682768344880	i		FLWO
58634.207031250000	19.577478488695597	0.08471808582544327	i		FLWO
58635.187500000000	19.523899158251260	0.09457863867282867	i		FLWO
58441.087890625000	16.243209551905900	0.04282958246767521	g		LCO
58442.291015625000	16.263412191036245	0.03083492722362280	g		LCO
58446.076171875000	16.355297526449470	0.10108124464750290	g		LCO
58449.332031250000	16.430466214840752	0.07434779778122902	g		LCO
58453.041015625000	16.477664819648474	0.04673410393297672	g		LCO
58455.021484375000	16.545628107227326	0.05968862958252430	g		LCO
58464.306640625000	16.824948658575850	0.03850440494716167	g		LCO
58468.240234375000	16.955196225820120	0.03559025749564171	g		LCO
58472.255859375000	17.031118679991202	0.04396894946694374	g		LCO
58476.064453125000	17.076849782596970	0.09309920296072960	g		LCO
58484.298828125000	17.203369992865270	0.06110291182994842	g		LCO
58485.267578125000	17.314779524849413	0.04833824560046196	g		LCO
58488.330078125000	17.235196932673760	0.05940119922161102	g		LCO
58492.167968750000	17.450036145513685	0.02772890962660312	g		LCO
58493.232421875000	17.458023088812620	0.03273268416523933	g		LCO
58498.357421875000	17.519679388361230	0.03916774690151214	g		LCO
58510.419921875000	17.618162610254593	0.04170486330986023	g		LCO
58516.681640625000	17.747389981605470	0.04107449203729629	g		LCO
58525.693359375000	17.844523565498530	0.04586274921894073	g		LCO
58532.173828125000	18.090334625532012	0.04449971020221710	g		LCO
58537.982421875000	18.053836692172982	0.06269690766930580	g		LCO
58543.511718750000	18.095811960693920	0.04770787432789802	g		LCO
58549.240234375000	18.115938021206908	0.05872988142073154	g		LCO
58555.919921875000	18.227386192448610	0.06409177370369434	g		LCO
58563.189453125000	18.290036078825434	0.05726151168346405	g		LCO
58569.179687500000	18.478919824718340	0.05435632169246673	g		LCO
58574.130859375000	18.468864517667395	0.05546292848885059	g		LCO
58574.871093750000	18.417469962263493	0.07824916765093803	g		LCO
58581.138671875000	18.609125694262480	0.05577549897134304	g		LCO
58586.509765625000	18.759098251222580	0.05606401152908802	g		LCO
58593.117187500000	18.956361931625510	0.07951591536402702	g		LCO
58599.083984375000	18.761389835825494	0.07180963829159737	g		LCO
58605.074218750000	18.857669662945610	0.08060545846819878	g		LCO
58617.792968750000	19.048567306538214	0.17331007868051530	g		LCO
58623.042968750000	19.254972509218792	0.28870642185211180	g		LCO
58628.777343750000	19.191535155920292	0.06834024935960770	g		LCO
58641.015625000000	19.476958397355883	0.21798960119485855	g		LCO
58646.998046875000	19.705359055274304	0.17366144061088562	g		LCO
58652.978515625000	19.388890873994253	0.08854181692004204	g		LCO
58441.093750000000	16.530599509539200	0.04647199064493179	r		LCO
58442.296875000000	16.538504961258006	0.04819226264953613	r		LCO
58446.082031250000	16.555130982205966	0.09215380996465683	r		LCO
58449.335937500000	16.630337478895118	0.08062732219696045	r		LCO
58453.044921875000	16.692829826417764	0.04453341104090214	r		LCO
58455.035156250000	16.745496979031298	0.03524223342537880	r		LCO
58464.312500000000	16.936046781452610	0.04766393825411796	r		LCO
58468.246093750000	17.015955512818362	0.04009163938462734	r		LCO
58472.261718750000	17.133163164769080	0.06675812229514122	r		LCO
58476.070312500000	17.183241964334364	0.09818049147725105	r		LCO
58484.302734375000	17.376638859080927	0.04905771277844906	r		LCO
58488.335937500000	17.452731621320623	0.06159294396638870	r		LCO
58492.171875000000	17.503108667788740	0.03881285525858402	r		LCO
58493.236328125000	17.549388145383183	0.04758085496723652	r		LCO
58498.361328125000	17.631297632123545	0.04821125417947769	r		LCO
58510.423828125000	17.819084669143084	0.04384673386812210	r		LCO
58516.687500000000	17.927883292785280	0.04736031405627727	r		LCO
58525.697265625000	18.061671051217210	0.05172508209943771	r		LCO
58532.177734375000	18.171523921859310	0.06343799084424973	r		LCO
58537.986328125000	18.247633777968320	0.06981949508190155	r		LCO
58543.515625000000	18.349723620079840	0.04684551060199737	r		LCO
58549.244140625000	18.471734443948820	0.05612581223249435	r		LCO
58555.923828125000	18.738262433248234	0.11602225899696350	r		LCO
58563.195312500000	18.638786789518733	0.07047227025032043	r		LCO
58569.183593750000	18.761136889977035	0.05188898742198944	r		LCO
58574.134765625000	18.946879829227782	0.05980752408504486	r		LCO
58574.875000000000	18.709186394240838	0.11652552708983421	r		LCO
58581.142578125000	18.943087990008312	0.06491317041218281	r		LCO
58586.515625000000	19.265735012857725	0.11490884423255920	r		LCO
58593.121093750000	19.697230229123658	0.23662667721509933	r		LCO
58599.089843750000	19.603397837675510	0.09656145796179771	r		LCO
58605.078125000000	19.425263502043357	0.08486923575401306	r		LCO
58617.796875000000	19.707497634747860	0.23853178322315216	r		LCO
58628.781250000000	19.695917354608643	0.20067242532968520	r		LCO
58641.019531250000	19.922393476872482	0.27373126149177550	r		LCO
58647.003906250000	19.700463894890260	0.16058537364006042	r		LCO
58652.984375000000	19.972870102200243	0.32640400528907776	r		LCO
58441.097656250000	16.597686917810230	0.05205022543668747	i		LCO
58442.300781250000	16.618402012602427	0.05684839375317097	i		LCO
58446.085937500000	16.637662830378815	0.07941455766558647	i		LCO
58449.339843750000	16.704028694568624	0.09508647769689560	i		LCO
58453.058593750000	16.733545383226847	0.05008370429277420	i		LCO
58455.039062500000	16.766027530443644	0.06065176054835319	i		LCO
58464.316406250000	16.958212152374394	0.05576757900416851	i		LCO
58468.250000000000	17.055347911646540	0.05062613077461719	i		LCO
58472.265625000000	17.163962096507724	0.06305929273366928	i		LCO
58476.074218750000	17.175673052498873	0.10707403719425201	i		LCO
58484.306640625000	17.372025027931134	0.07287988811731339	i		LCO
58485.277343750000	17.452751239550090	0.05482902377843857	i		LCO
58488.339843750000	17.463439139796470	0.09020605683326721	i		LCO
58492.175781250000	17.540574363960270	0.05136215686798096	i		LCO
58498.365234375000	17.646535727549896	0.04831600934267044	i		LCO
58510.427734375000	17.872406916577336	0.06334075890481472	i		LCO
58516.691406250000	17.971575757130918	0.04118606075644493	i		LCO
58525.701171875000	18.096981750995860	0.05305547080934048	i		LCO
58532.179687500000	18.194383558890980	0.07404725998640060	i		LCO
58537.988281250000	18.367532030725226	0.08230172097682953	i		LCO
58549.248046875000	18.492691468198810	0.06243475899100303	i		LCO
58555.925781250000	18.651007457200970	0.09600434824824333	i		LCO
58563.197265625000	18.658423097091266	0.09431584551930428	i		LCO
58569.187500000000	18.794520080856020	0.08126575499773026	i		LCO
58574.136718750000	19.040339374594318	0.08860017731785774	i		LCO
58574.878906250000	18.574510590402863	0.18530278280377388	i		LCO
58581.144531250000	19.032339391731536	0.07744749635457993	i		LCO
58586.519531250000	19.171196313878717	0.27415518462657930	i		LCO
